id,theme,theme_bucket,proverb_translit,literal_en,commentary
141,Ethical,ethical,Apale aparadha smara tene duearyatse visara,Sy remembering our own faults we forget another 1. 551 muK ifS ra ff Apale nase jaga base Our goods destroyed the world laughs. ' In the adversity of our best friends we often find something which does not displease us ' ( Bochefoucauld). 552 npiW wtt¥ vrt mftr miinRi vw Apale nabi dbada aoi Sezaryatsa kada Our own matter not sound and we blame the neighbour. 1029.,Digitized By Google
142,Ethical,ethical,Apalyavaruna jaga olakhave,"Know He tcorld hy tkyse. 549, 1179.","There a a story told of a barber who used to go daily to Ehare the King, and who, when asked how the world was getting on, used alnajs to reply that it waa happy. The primo-minister, on the other hand, when asked by the King, used always to say the world was Isad. The King therefore demanded an explanation, which the minister promised to give. Watching for a &Tourable opportunity he learned one morning that the barber had five gold mohnrs in his pocket; these he managed to extract. The barber, shortly after discoveriiig his loss, had to go to the King, and when asked as osual how the world was, answered that it was very sad. The King laughed to find how ready men were to judge the world by themselves."
143,Ethical,ethical,ASesarakha roga Dab!,There is no disea»e like hope (gu«pene). 557 qidbSIIU flTR WWTO yilT AlaSsa dune kama va lobliySsa duna khartea A lazy man has dovhle loori and a eovet&us man double expense. ' Lazy folks take the most paina ' (English).,
144,Ethical,ethical,Alaea kutuifabatsa vairi zhopa bhukeci soyarl,"Lazinett it the enemy of the family, sleep w a relative of hunger.","These sentiments are expressed in a great variety of ways, snch as"
145,Ethical,ethical,Alaaane fewira k§ina gaiizane lokhafida ka,"The body waste away by lazine, and iron hy rust. gmzedbyGOOgle 74 MARATHl PROVERBS 560 t PB;«f fO wnfii Inga phirala mhanaje sarva samazate When pretgure come» we itndentand fully.",The onmer's ioatmnieQt for gmootliiiig leather ia an td. The last phrase may be mungd jire (foolieh aire leave
146,Ethical,ethical,Icchi para yei ghara,EvU) witked for another will come to one't otott iouie.,
147,Ethical,ethical,Udyogatae ghari iSvara eahaya kari,God give help in the home of industry.,"The last phrase may be laksmi nande paropari (Wealth dwells under different forms,"
148,Ethical,ethical,Upakara magale theva mani tsaiigale,"Remetnier well pagtfavourt. 570 '411414. rfll,fl\ IW mWIT H,flt Upakara visarato pana apakara smarato OneforgeU a kindnega but remembert an unkindnett.",
149,Ethical,ethical,Upabhoga ghene he levari dene,"Pover of enjoyment it a gifl of God. 572 ii4iqtfiim trr Piawrar irt Usavalyala dora nisavalyala vara A thread for a burst »eam, wind to one (morally) in rags,",
150,Ethical,ethical,Bitse kula ani gangetse mula pusu uaye,Do not inquire about an ascetic' ancestor nor a sacred river source. 574 Ifqi IHB g 'TITT IT TTRfT Eka aitl tsukall bara vaTantsa vayada If one opportunity be misted the next may not come for twelve year. 575 Tjq fireSf ( jja Ekada vitale te tutale Once spoilt it is broken.,
151,Ethical,ethical,Eka thentsene na phire tara dusarahi paya cire,He wko is not carefnl after one stumile will cai kU other foot.,
152,Ethical,ethical,Aikave janatse karave maaatse,"Listen to popular opinion, lutJolloK your iwn mind. 580 qr m wm wk s(wi Kara nahi ty&ask dara kaft )rAy should he fear to/to hat not done if? 581 lift 535 ITfW TlY TTW Kail phala aoi tap! rajya Deeds bring) fruii and awiteritie a tindom.",The first word may be iasfi (labour).
153,Ethical,ethical,Karate porate sada tsorate,£fw class hoys are always thieves. 585 g%Ti HplBl TT Kucetevatsuna pratita nahi There is no greatness without reviling.,
154,Ethical,ethical,Kudasa kana thevi dhyana,"Walls have ear, remember it.",Digitized ByGOOgle IF. ETHICAL
155,Ethical,ethical,Koradi aga puravela oli aga puravanara nahl,J)ry fire can le borne but not damp fire.,By the latter pangs of hanger are referred to.
156,Ethical,ethical,Koradyabarobara ole zalate,Damp thingt bum with the dry. 591 (dl4l4im TffY 3343STWT fWIT fT' Kbadadala tsava nahl va uthavalala vlsava nahl A greedy man has no taste and a lazy man no rest. 592 TTWT f'TWt Wn fVtf Xhuzala basil nako khuza hoSila So not laugh at a dwarf or you will become one. 593 3n:art(T 7ft T?! Garazavanta to daradavanta A needy man it careful. 594 ilftnWT «1'IIM)1-)I ftdldb flI«IT Garibala sonyarupayatsa vitala zhala Gold and silver are ' defiled ' to a poor man.,They keep away from him as though his tonch were defiling.
157,Ethical,ethical,Gayakasai bara pana kalamakasai khota,A cow butcher is good compared with'j a pen butcher.,
158,Ethical,ethical,Gava tsalavi gavats vaiii saihsata tsalavl kutuiii,"batiSa vairl Jle who manages the village is the enemy of the village, he who rules the household is the enemy of the family.",Gupta mitrapeksa ughada fetru bara An opm enemy is better than a secret friend.
159,Ethical,ethical,Guru guru vidya Sira ira akkala,"In different teachers different knowledge, in different keadt different eommon-»ense.",
160,Ethical,ethical,Ghasuna ghyave pana hasuna gheu nave,"Put up with rubt but not with ridicnle. 606 ifl?f UT?f WT flifl TtlfJI 'nt? W IT TWtt Tsahgale zhale tara sarvantee ani vaita zhale tara ekatse If a turn out well we all did it, if badlg iken he did it. 607 fMi fifl1 4dllll Citepek ciiita kathlna Carei»wore thanthe funeral pile. 'Care will kill a cat ' (English).",
161,Ethical,ethical,Tson tsahadi Sihdalaki na karaTi,"Ik not itealy nor elander, nor commit adultery.",This is the creed of the lower classes.
162,Ethical,ethical,Tsaughafita zave tsaughasarakhe vhave,If you go among other people be like them. ' When at Rome do as the Romans do.',
163,Ethical,ethical,Chadi lage chamachama Tidya yei ghamaghama,"Where thet/ freely ate the cane, there you'll quickly knowledge gain.",
164,Ethical,ethical,Zatana tethe patana,Where there it ttoring up there will be Ion. 612 iimT firft ti t5t% Janatse hati dona dhoride In the hands of people are two stones.,No course of conduct pleases them. gmzedbyGOOgle
165,Ethical,ethical,Zara kata sahi tara sukha pahi,"If you bear trouble you will gee happinea. 616 ira ff! 'rtjt?iir# Zase soiiga taSi saiiipadanl As the ckaTOcter at»v,m£d to ii »hould be aupported. 817 HIT TTni HfMt giT iwn: iTf ura Zara zamata bhagini suta he upakara nahi atba vata A paramour, a ton-in-law and a mtter's son do not Tememher a kindne»». 618 wra TIW sift 31 W Zave ragine ki zave vagine Go boldly or go well recommended. 619 3ri%wraTit?nw Zave lakha ratie sakha Let thoumndt go but reTsaia honest. 620 fai4i% W?t f?ra%!JTt Jikade tsalati tikade bharati Where Here is prosperity people will gather. 621 ftnii% Mtaot fira% 3Et Jikade poll tikade vaji Where there i» bread there he will turn. gmzedbyGOOgle ly.",
166,Ethical,ethical,JivS toparyanta Siva,While living Ke must he mending. 624 t» TraCT?lt flRRIT36T Ji khoda bala ti janmakala ChUdkoots bad kalit will lattfor life.,
167,Ethical,ethical,Jethe bhava tethe deva,Where there i» faith there is God. 626 SSf siiMi 135 firfHr fnas Jethe abdantsa Bukala tethe buddhitsa dukala Where there U a sutfeit of words there i» a famine of intelligence. 627 f-JfTTlf Je dise te naae What is seen is perishable. 628 irr?1f fe5¥ wrar viv e Je nahi till tyala ka dyave auli Why impale kin for that which is not on hit forehead fate)? 629 WK J1I Jft fr 'etYtt Zo zavala oyara to jaga soyara 7:6 world claims relationship with kirn who has provition. 630 firaR T1 WT% JTR ITT Zo bhiuna vage tjatse mage deva lage God pursues him who hehavet with fear.,It is also quoted Bhitydmdge bramharaktata (The areli-denioii follows one who fears).
168,Ethical,ethical,Jyatse kude tyatae pudhe,Evil it in front of an evil man.,"Honi soit qui mal y pease, a Digitized By Google"
169,Ethical,ethical,Jatse caturya tyacya purate,"tvrj' matt;ii» ewugk hnomledgefor kinue, 633 siriwreT Jyatse zale tyala kale One hioKt wken one's owm belotigingt are burnt.",
170,Ethical,ethical,Jvatse veda tyala goda,A man't kMy (ititaniiy) i» pleating to iimteif. 635 ISWWl Jft SHt Zhagada todi maitrl A quarrel breaks friendtkip. 636 m rat vim Tavaipeka aval kathina Afalte report is tforse than a real lot».,
171,Ethical,ethical,Tina Sede sabara boiide ani lala toAde he vadhalya,"vatsuna rahaoara nahita The three-tufted (Mdncdris), the Cactus plant and the red-faetd (Europeans) cannot live without increasing. 638 gzir nr ■mfir z 'tHi rtwi TTf¥ Tutale mana ani phutale motl sandhata nihl Broken friendship (or heart) and a split pearl cannot be mended.",
172,Ethical,ethical,Thatteci bote maskan,Joking leads to quarrelling. 640 wtnaif afra Thodakyanta goda There is sweetness in a small amount. ' Little and good ' (Englieb). 521. gmzedbyGOOgle /K ETHICAL ■ 83 641 ltlO TPI ft IT'I Darabarl mUna vidyetse pana J» educated man will be honoured at court.,"The words suggest, though they do not mean, the 'hetel-leaf which is given at dnrbnrB."
173,Ethical,ethical,Pantsa mukhi paramesvara,God it ill the mouths of five.,Vox populi vox Dei.
174,Ethical,ethical,Potatse dyave pana pathatse deii uaye,We should give up our child hut not a refugee.,
175,Ethical,ethical,Phara zhale hasu ale,"When it became excessive we began to laugh, 662 irniHt TV! wn fTT BataiicI varakata kamUci barakata Much talking interferes with work. 663 1'l'£l Tit 4Mfl ■Ilfl1 Bhadabhadya to kapati nasato An open talker it not generally deceitful, ' Gre&t barkers are not biters' (Scotch). 664 Mj'fllll'' ntt V&a BhS&danatse tonda kale The face of quarrelling thould be black, i.e.",It should not be seen ataU.
176,Ethical,ethical,Mitn boya vyaya tara na hoi kya,Spend spaHngly and you leill not he impoveriAed.,
177,Ethical,ethical,Mothyaci mothi iccha,"A great man hat great desires. 669 imsiim 3iaoVn t vfk Mhat3,ry9,la kahtbalihta gbaluna nyave Carry an old man with you in a sack.","Several stories are told ia which educated young men start upon some enterprise and after much persaasion allow an old man to accompany them. In one well-known etoiy an old man consents to be tied np in a sack in order that their pride may not be wounded through his being ween with them. Eventually, of course, the old man's counsel extricates them from difficulties and obtains for them success."
178,Ethical,ethical,Raza bole dala hale kaji bole dadhi hale,"When, the king gpeaki the army movei, token the kaji judge) tpeaii Ait beard move». 675 ■inn Tff IT TrfH Rajya a&tl naraka prSpti Hdlfollovi» at the end (fa reign, i.e.",It will be the bang's lot.
179,Ethical,ethical,Lade lade kele vede,"Pelting, petting, made Aim an idiot. 677 Wt TUftl TJrtt Loka ani oka People and vomit.",Intolembly disgustitig is the niQltitude.
180,Ethical,ethical,Yatikade medhlsa vafikadetsa nema,There it a crooked law for a civoked prop.,Crooked actions require crooked expedients.
181,Ethical,ethical,Saifaaya mhanaje tsuki,A dottht amountt to a miHake.,"Savakaracya uravaruna zave sarakaracya pftthima guna zave Walk boldly in front of a erediior, walk behind lie ffopemment. Do not owe anything: obey the law humbly."
182,Ethical,ethical,Sukhane punyataa kaya duhkhane papatsa kya,"Merit, diminishes by happiness, sin hy pain,",
183,Ethical,ethical,Hasata parua radati randa yac! karavi sadil sanda,"A jesting man and a murmuring woman must be alieays avoided. 698 KTft WTK g?g ' TTfi! Hani labha mrityu hi sanguna yeta nahita Loss, gain, and death come without giving notice. 699 t)4IT4.9?n mff Kamearakhe tapa nahi There ia no austerity like forgiveness.","Or, the word bkaiana (adornment) is naed for"
184,Ethical,ethical,Adhi deva maga jeva,"Firtt God, then food, i, e.",
185,Ethical,ethical,ADnachatri jevane va mirapuda magane,"To iave a dinner given you for nothing and to ask for pepper. ' To dine upon charity and call out for sauce ' (English). 720, 809, 810, 1 891. 712 uw mft iw?iTft «fl«iH'ai 11' rt Anna tari anna man annasarakha nahi vaiii ¥ooi tave»,food deifroyn, there w no enemy Ukefood. 713 n«i inw HUBfl HfW Wfil Hfim 'H,!! Annaniaya prana pranamaya akti ani aktimaya parakrama Food gives life, life gives itrength, ttrength gives great deeds. 714 «flIT Tft «JI TT fli.fllO'fl TftW IIT ITft Annatsa marela khali palil va taravaritsa marela vara pahi One smitten with food one who is fed) looks down, one smitten with ike sword looks up.","The one is humble, the other looks up to know why he is beaten. gmzedbyGOOgle"
186,Ethical,ethical,Avaii kliai tupa sakjJi pah! rupa,"She eat butter o going to bed and lookt at her appearauce i» tie morning! Expecting immediate resnlte &om Btrengthening food, &c.",
187,Ethical,ethical,"AvaSI puryS, ani earn ghugarya","Rich pastry at the new moon (o fast day), and boiled grain poor food) on tkefe»tival.",Asatila Site tara milatila bhute If there be cooked rice ghosts hungry people) viU assemble.
188,Ethical,ethical,Apalja polivara tupa odhanara,One who kelps himself freely to bniterfor his own bread. 722 UnWT loefll TTTT 'Tlooqi mit 'W 5111 lil Amatsa balya bara polya kbato pana anavyS kothalya Our child can eat twelve loaves chapdties) but where are they to come from? Digitized ByGOOgle y.,
189,Ethical,ethical,Amhi khave atuhi pyave zamakhartsa tumacya nave,"We are to eat and drink, the expense it to ie put down to you! Said in irony by a father ae deBoribing the conduct of a lazy son. 725 nflOf T'O fliTft WSIT f wft Ahari vyavafaari kad9,pi lajja na dhari At a meal or in trade never be baeiful. 726 «ir isiflicJol » %«i% ftnit Utsala patravali mhane jevale kit! ' Pick up the leaf-plate' He ay» ' ffow many have dined? ' Or, the first two words may be Uitt kddha (Take away the leavings). 103. 430. 973. 1076.",
190,Ethical,ethical,Upasa kela ani dona rupaye pharalala,Re failed and it cost Aim two rupees for light refrethmentt.,"These are fmits, parched com, sweetmeatB,"
191,Ethical,ethical,Kadu karale tupanta talale Sni sakharefita ghatale,tan kadu te kadutsa The vegetable karale ie to Utter that although fried in butter and mixed mth tugar it remain bitter.,Some people have this kind of disposition.
192,Ethical,ethical,"Kaninga geli tala, ani btika nitika dala","No grain in the ttore-pot and 'Grind it gatall and well.' The husband calls ont to the wife to grind the grain fine although they have none, with the object of appearing well to others. 737 m WTn finrra wiv Kaijya khaiina raiasa tupa lavane Eating broken grain and applying Inciter to tie moustache.",To pinch one's food at home in order to cut a dash in company. Kanhato kunthato malidyjlla utkato Me moafu and groana hut gets upfatt enough Jor food. gmzeJ By Google
193,Ethical,ethical,Khane thode micamica bahuta,"lAttle food, much noiee, i.e. noise made bj the moath while eating. 749 rnif rnit w 'Wrr irftr fli4Y wrnff Khata khata janma gela ani vankadi phale kasaci He has been eating it all his life and (axki) ' ITt it the crooked thaped fruit? ' A dniplbtOD. 750 rr JTT TTV Khada ahe tara ladlia ahe If he hot food he has strength.",Or it is aometimes Khdda taH latha (As the food so the kick).
194,Ethical,ethical,Khavayaaa adbl nizavajasa madhi kamSsa kadhl,"niadhl To eat bore otheri, to deep between lokilet, sometimes to work.",
195,Ethical,ethical,Gadage dhuiina kadhi karanara,One who makes a dish of curds vith the rinsings of his earthen vessel.,
196,Ethical,ethical,Gula ghatale tase goda,As you add sugar so it becomes sweet.,H Digitized ByGOOgle
197,Ethical,ethical,Tsakara khaji'a tsurama thakara khaya tliikaii,"The tervant eat tweetmeat, the matter eati a cheap curry. 8o8. 768 Tialf TTff W TT 1 Tsakhale nahi pana dekhale tara aaela / mag not have tatted it but I have probably seen it.",Unwilling to appear ignorant.
198,Ethical,ethical,Jikade ghugarya tikade udeva udeva,"Where there it boiled grain the people shout (to the goddess) ' Arise! awake I' Beferring to the custom of freely distribnting food at some fairs, Hence people who are profited will give praise.",
199,Ethical,ethical,Jitae ghari taka titse varate naka,iSAe who has buttermilk puts her no»e in the air.,FosseBsioiiB make prond.
200,Ethical,ethical,JevayaJa tsaJa bhuka nahi mala,' Come to dinner:' ' I am not Aunffry.' One in anger makes a &lse excuse. 776 %aft '%3B?l«ff Itt TraTTBB Jethrba yete vela temvba bote gazaratee kela When the time comes even a carrot is a» good as a plantain.,"In liard times things of little worth are appreciated. Or, simply Tei vele khai kele (He who comes at the proper time will eat plantains)."
201,Ethical,ethical,Tara bhara damadivara,"A meal for a farthing! 781 TnCT DHIdb ftnffW Vlli %TR Ta agale lihave ghasa une jevfive Write a nxhfvl more, eat a mouthful leit. 782 TT3o Ttit w wnr fVzt pala roti saba b9.ta klioti Give me) jmhe and bread, evert/thing the it worthlets.",
202,Ethical,ethical,Poiigaratee avale va aagaratse mitha,The myrobalan of the hill and ealt of the tea.,"Botli iax spait and Dot likely to meet, bat they do bo when picIcleB are made."
203,Ethical,ethical,Takasa tura lagii na dene,Not to allow the chum to touch the huttermUk.,To do a work smuily.
204,Ethical,ethical,Tyatse bolane bliajipala,"Hi» talking u like vegetable, i. e. soft and without atrength. 798 Tii%' '8T?f nnfWf viT tW Mi'Rrrfl'Bf Tbcxie khane lajatitse phara khane phajiUtse To eat little i» tavoury, to eat muck is injuriou. 799 ff rra w v tNi Dahi kh5u ka mahi khau Shall I eat eurdt or »hall I eat buttermilk? SbiUy-shaUjing'.",
205,Ethical,ethical,Dabi khaDaratse galyakade katearate,Cvrd» make the eater's throat ache.,A man likes a bribe at the time bat it will eaoee him trouble afterwarde.
206,Food,food,Dudhane bhazala to taka phunkuoa pito,Having burnt kig mouth loitk milk he now blows even on buttermili before drinking it.,"Battermilk is never heated. 'Once bit, twice shy' (English)."
207,Food,food,PuranacI karaiiji kona vaiji,"Who will refuse a pastry puff L e, a good thing. 820!j4,i'iqM«t' Hlf y4.mivi ParaDantali vangi puranaiita The brinjals egg-plant) of the Purana are in the Purdna.","The story is that a Faranic, or one who publicly reads the PurSjia, was givii a reading wh«n be had to read a verse forbidding the eating of brinjals in that particular month. His wife happened to Iw there and heard the comnuoid read; ao on her way home she did not bnj this partionlar vegetable, although ahe knew her husband was passionately fond of them. As she served the dinner ahe explained this to her husband, who on hearing it exclaimed 'The brinjals of the Par&na are in the Porfina I"
208,Food,food,Babu jevale pattara pllathe,Tie wanderer haa dined and hot turned over the leaf-plate.,No one to care for.
209,Food,food,Bharale bramhanasa dahi karakarate,Cwda cause discomfort to a Brahman whose stomach is full.,
210,Food,food,Bhita sodava pana satha sodu naye,Leave the cooked rice but do not leave yo»r gueitt.,The latter shonld be accompanied for eome distance oa their jonmey.
211,Food,food,Bhukesa konda va zhopesa dhoiida,"A hungry man will be taliffied with) Iran, a deepg man with a stone. 833 g?nwr gji wftr ui«ii«l«ir t3 Bbutala bhuta aoi panagylla pitha A demon for a demon and flour /or pattry.","To cast ont a demon, a demon"
212,Food,food,Maui mUfide svapai pury&,"In imagination, paltry; in dream, cake». 836 lri% l(l!I.(!ft«(l Ifip gWPIT Mande karanS,raiiitsa embuda pusava We ihould wipe the note conciliate her who m engagGi in ma/ang pattry. 837 jnTt% mt n Manatse pana goda The hetel-Uaf-roll given with respect it acceptable.",It ia a custom to give this to guests at the close of an entertainment or of a formal visit.
213,Food,food,Mithavatsuna sarvatsa alani,Without talt everything ia tavourlet.,
214,Food,food,Kande gharl miide,In the proitituti home pastry.,People thrive by bad means.
215,Food,food,Vadjatae tela vangvavara,The oil for the cake he jiute) on the brinjal.,"Anger excited by one object poured out on to another. Vada is made of pulee, groand, soaked, spiced and £ried. Yarana datani ani bayako atanl Pulte by thickening and a toife by wearir her»elf out. In this way they become acceptable."
216,Food,food,Vati tjala pati,The distributor has the basket.,He helps others and has only the empty basket left.
217,Food,food,Valakavara sun padali kjmva surivara valuka pa,"dale tan ylakatsii na Whether the knife fall on the cucumber or the eucwerfall on the knife, it m the cucumber that it cut.",Conflict between unequale always ends in one way.
218,Food,food,Sakhara khaila tara dbekam deila,If he eat tvgar he vnUgive a helch. 8G1 T T n'ra Ilf tfTTHlf ilMrfV SSrI ratra zagall ani fiengavaiigi randhall 8Ae kept up all night and cooked only beatia.,Small result for much trouble.
219,Food,food,Aphuci ghuti aiidhalyac! mitlil,An opium pill it Hie a blind man't embrace.,The grip of both is tenacions.
220,Food,food,Avaghada thikanatsa ghava na dkhavatfl na mira,vat£ A wound in a difficult place cannot be t&otctt or paraded.,Applied to a
221,Health And Disease,health_and_disease,Une zapate khunela ani andliale zapate dolyala,"■ A deformed man caret about a sign and a blind man, carei about ki» eye».","The first is sensitive about his deformity and blind people are oaid to be careful not to burt their eyes. Ek&tsS, roga aui avaghyantea bhoga Only one"
222,Health And Disease,health_and_disease,"Eudi pS,huna padi",Give fie powder (medicine) according to a man't ttrength.,Applied to ponishment.
223,Health And Disease,health_and_disease,Khane khatiyasirakhe va dukhaae pahilyasanbe,To eat much and ike iUnett to remain a before.,
224,Health And Disease,health_and_disease,Kbfida bar! vyadba,"Food ke off ticknets,",
225,Health And Disease,health_and_disease,Garaza saro ani vaidya maro,"When the need it ended, then, a fig for the doctor, 918. 895 WNi'f fif tZTHftTft flt4lW tW ilMMMfIli GarlbSne kb&lle potakarit§ mothyane kballe ausar dbakarita The poor taan eate to fill hie atatnaeh, the rich man for tiudicai Gala kapala gela kbokaUi Se cut hit throat and lott hit cough / ' The remedy worse than the disease ' (English). 902.",
226,Health And Disease,health_and_disease,Galatse patbya karyStse ani gulagule kbSyatse,The doctor farbidt tugar hut he eate eugar eaket! A stickler for theories who evades them in practice. 898 %MiaeiV irr ifti iJiVfl nr JepalacI mStrS Uni vaikuntbinci y&tra To take a jntiyative jepal it to go on a pilgrimage to paradise.,The proverb may ben murMa vatdydci mdtrd (To take a foolish doctor's pills). Digitized ByGOOgle
227,Health And Disease,health_and_disease,Jjatsa hs.ta modela tyacyH galySiita padela,One wAo hreaki kU arm mnst carry it in a iting.,
228,Health And Disease,health_and_disease,Jyatse pota dukhela to oibva magela,He mil ak for peppermint (omvd-»eed) viko hat the ttomaekaehe. 901 'tl'KKI tf fijflVW ftil Pongarisa dukhane va giibpiiita ausadha To give a theilfut of medicine to a nek mountain.,An insiificant remedy.
229,Health And Disease,health_and_disease,"Although a man lote hit tight, hit deift remain.",TaJavyacI aga mastakasa gell The heat front the lolet of the feet went to the head.,To be filled with rage.
230,Health And Disease,health_and_disease,Dukhane ale zoravara kSnda bhakara urSvara,When a »evere Ulnett come» eat bread and onion.,A knnbi remedy. The last phrase is sometimes path gele ierdvara (One's diet is restricted by the pound).
231,Health And Disease,health_and_disease,Eogatse gfaara nirudyoga mritjutee ghara toga,Idleness is the home of disease; disease is the home of death. 922 tV vf JNv «i1'tn iren gr BrOgl vaidyatse auha modakya tratee ytiddba The medicine of a doctor who it ill and fighting leith broken leeapont.,Both are nseless. Bogyala kupathyaci t83da A sick man has a longing for forbidden food. gmzedbyGOOgle Ii8 MARATHI PROVERBS
232,Health And Disease,health_and_disease,Vaidyanaiii Saradi mata,Sdrada October-Novemier) is the mother fff the doctors.,"An nDhealthy season, cominf after the rains, in which doctore thrive."
233,Health And Disease,health_and_disease,Satara suini vinaranitsa na,Seventeen nidwives and the Iging-tn woman is injured. ' Too maay cooks spoil the broth ' (English).,It is also quoted Eia bdlantina dni bard suini (One lying-in woman and twelve midwives). Digitized ByGOOgle VII. THE HOUSE i
234,Health And Disease,health_and_disease,Hirada khava ani zayaphalatsa kaipha zan&va,"Eat myrobalan, and nutmeg will check itt effect.",The first i pnTgative. VII. THE HOUSE. Anganavaruna gharaci kala The itate of the house is known hy the ground in front of it.
235,Health And Disease,health_and_disease,"Ukhala paiidbaFe zb9,Ie",The mortar has become white.,It is filled with silver rapees.
236,Health And Disease,health_and_disease,Ukhalinta ghatali tara eata ghava taukavila,Put her in the mortar and the will teven timet avoid being Ait by the pestle.,Canning. Another form is V&AaldAia dole ghatatydvara mutaldta kona bAiio (After putting one's head into the mortar who fears the pestle?). Digitized ByGOOgle
237,The House,the_house,"UtarandilS, nasavi ke va gharaiita nasavi nanaiida",kheli In the pile of pot» there tkould not be a keli pot and in the home there should not be the pranh of the Ausband't tiiter.,The &eU is from its shape difficult to fit into the others: the nanaMa is
238,The House,the_house,Eka ghara une taia dasa gbara sune,If there be a loant in one kouae there will he the same want in tea houtea.,A man generally finds that his neighbours declare they have not got what he happens to want.
239,The House,the_house,Kolavyatsa vasa ghadi ghadi lage,We frequently knock against the outhouse rafter.,Applied to a bad member of the family. gmzedbyGOOgle
240,The House,the_house,Kolasa ttgalava titaka kala,Hmeever much you rub charcoal it mill still be llack.,Some men are bad all throog'h: or their troubles are never ending.
241,The House,the_house,Khartsanaratse khartsate kothavalyatse pota du,"khate The expense it the master's and the tteward is in pain, about it. 966 MIS(I T T% iftWirPCT Khallya gharatse vSse mozanara He countt the rafters of the house where he hat been fed.",One who exposes the defects of a bene&ctor.
242,The House,the_house,Gharaghusi ani gharanasi,A woman vho pushes her way into the house destroys it.,There is a play on the word ghma which means
243,The House,the_house,Ghara zaIaly9.Tan panyatsa Sodha kan,To ssareh for water after the house is burnt. ' To shnt the gtable door after the horse has fled ' (English).,Another form is Ghara ISgale zau vihira lagali khanH (When the boose canght fire they began to dig a weD).
244,The House,the_house,Ghara sodale angana parakhe,I Raving given up the houte he is a stranger to Ut compound.,"The greater includes the less,."
245,The House,the_house,Gharatse zhale thode va vyahyane dbadale ghode,"Are our house-expenses few? And my child's fatherin-lam has sent this horse, i. e. sent it to be taken care of, 977 jfi iff TTp irftr JTTT fITT fTT Gfaaraiita nabt dana ani mala bavaladara luhana No grain in the house and he wishes to ie called ' Serjeant.' The saying is quoted in many formB.",Gharapeksa uihbaratha avaghada ■fl M more difficult to cross the door-sill than to waBc about the house. The beginning of an enterprise is the hardest part of it. Digitized ByGOOgle
246,The House,the_house,Gharoghart ekatsa pari na sSiigela titsa ban,There it one matter in every hovte it it better not to talk about.,
247,The House,the_house,Gharoghari maticyatsa tsuli,In even/ home the jire-jilace it of earth.,It is made of moA and is OD the ground. All alike have triaU.
248,The House,the_house,TsuUci phuraphura va mbat&rici kurakura,The hitting (of wood) in the fire-place and the grutling of an old woman.,
249,The House,the_house,Tsulltee lakuda teulliita bare,Ftrewood it bett in the fire-place.,In another form Ttwltntila lakwfa taullntatia zalela (Firewood most come at last to the fire place).
250,The House,the_house,Tsulila tinatsa dagada,A fire-place hat onljf three stonet.,This proverb is quoted by Kabelais.
251,The House,the_house,Zikade sul tikade dora,Where the needle goet the thread foUowi.,The hneband foUowB tbe wife.
252,The House,the_house,Tatabarobara katbahi zato,"The rim goet mth the dish, ioo8. 993 JinrarF nira fni nfi Tapalya panyfisa tsava yeta iiabi Soiled mater has no taste.",Applied to broken friendship.
253,The House,the_house,Dipfl pot! kazala,Lamp-blaek ib produced fiom the lamp.,Divatibarobara budhali The oil-can. along with the torch. Two close friends.
254,The House,the_house,Doho gharatsa pahuna upa mare,"The gue»t of two house die» of hunger,",
255,The House,the_house,Dhanyavatsuna duDiya vyartba,The world it uteleti without a matter.,"Or, the first word may be dhana (money)."
256,The House,the_house,Phutali ghagara na zade,A broken pitcher cannot be mended.,Applied to character.'
257,The House,the_house,Mazbe gele tsufinta,Mine hat gone into tAe fire-place.,"From a story in which the wife pretended not to care for food, and, when urged to eat by her husband, used to reply as above. Id reality she gave her husband common fare and prepared Bomething nice for herself, which she kept concealed in the fire-place till he was out of sight. The husband exposed this trick as soon as he discovered it. Applied to one who while pretending to be indiilerent is secretly planning for hia own ends."
258,The House,the_house,Mola poti kerasuDl,The hroom i» contained in the mola-graga.,Costly things are obtained from worthless. Lenkaragnrani vada sazara A home is adorned hy children and cattle.
259,The House,the_house,HQ tara bhandi ghasa tii,Yeit then you tcour the pott.,Used when an unpleasant work is proposed. VIII. MONEY.
260,The House,the_house,Ada pabuna kbartea karava,"Spead accordinff to your income. 936. 1026 viT itWT itftt ftHx tirr TrtT ftff Trft Adfaavyatsa zodals. pi pidhitsK modal& barobara bota nahi Vpgtart opulence cannot be compared with reduced genUHty. 1026 uqmWT WW IVTTT ApapSitsa mala gapapa Ill-gotten wealth it awallowed down. 'EvU gotten, evil spit' (English). 1027 injhr Ardhlnta gardi A heap 0/ good)/or a farthing. gmzedbyGOOgle",
261,Money,money,Asata paikyaa purnata nahl mitranci nyunata,"With mimey of money there will he no »careity of friendt. 'A ftdl purse never lacks friends' (English). 718, 1045, 1046. 1029 wwT m gsiT irfw rwraV (fwr Apala dama kudba ani vanyaI ahagada Hi» money iifahe and he it quarrelling wUA the ihopkeeper. 553.",
262,Money,money,Ajata gabbu ani paisa dhabba,Free ituffatg and like a dhalhu.,It ia a thick copper eotn.
263,Money,money,Kazalacya kothadt gele tara tonda kale mozale,"tara hata Icale If you go into a room of lamp-black your face will be blackened, if ow measure it your hands will be blackened.",Applied to any con nexion with money.
